anime_id,name,genre
20441,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,"Adventure, Comedy, Mystery"
30384,Miss Monochrome: The Animation 2,"Comedy, Music, Slice of Life"
4314,Nanami-chan 2nd Series,"Comedy, Kids"
9943,Ore-sama Kingdom,"Romance, Shoujo"
26359,Persona 4 the Golden Animation: Thank you Mr. Accomplice,"Adventure, Drama, Mystery, Supernatural"
17873,Pokemon Best Wishes! Season 2: Decolora Adventure,"Action, Adventure, Comedy, Fantasy, Kids"
11069,Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,"Adventure, Comedy, Fantasy, Kids"
1964,Sakura Taisen: Ecole de Paris,"Action, Adventure, Game, Harem, Mecha, Sci-Fi"
9220,Seikimatsu Occult Gakuin Specials,"Comedy, School, Supernatural"
18549,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,"Comedy, Historical"
15095,Shin Koihime†Musou OVA Omake,"Adventure, Comedy, Fantasy"
15015,Shin Koihime†Musou: Otome Tairan OVA Omake,"Adventure, Comedy, Fantasy"
1960,Sore Ike! Anpanman,"Comedy, Fantasy, Kids"
34009,To Be Hero,Comedy
33208,Utawarerumono: Itsuwari no Kamen Specials,"Comedy, Fantasy"
20987,Yozakura Quartet: Yoza-Quar!,Comedy
5849,Zettai Karen Children Recap,"Action, Comedy, Shounen, Supernatural"
20655,Amnesia OVA,"Fantasy, Shoujo"
810,Android Ana Maico 2010,"Comedy, Drama, Sci-Fi, Seinen"
999,Blue Seed 2,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural"
9881,Chou Supercar Gattiger,"Action, Cars, Sci-Fi"
14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,Sci-Fi
15325,"Dakara Boku wa, H ga Dekinai. Recap","Comedy, Ecchi, Romance, Supernatural"
7578,Gokinjo Monogatari the Movie,"Comedy, Drama, Romance"
9291,Hello Kitty no Cinderella,"Fantasy, Kids"
23787,Hi☆sCoool! SeHa Girls,"Comedy, Game"
30237,Hyakka Ryouran: Samurai After Specials,Ecchi
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen"
3280,Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,"Action, Comedy, Shounen, Sports"
8140,Konchuu Monogatari Minashigo Hutch (1989),"Adventure, Comedy, Drama"
8304,Koutetsu Sangokushi Special,"Historical, Shounen"
32481,Love Live! Kouhaku Special Anime,Music
5165,Macross 25th Anniversary: All That VF Macross F Version,"Action, Mecha, Sci-Fi"
8518,Mai-Otome Special: Otome no Inori,"School, Slice of Life"
4209,Mission-E,"Action, Comedy, School, Sci-Fi"
10808,Mobile Suit Gundam AGE,"Action, Mecha, Sci-Fi, Space"
6270,Neko Machi,"Fantasy, Horror"
23427,Oneechan ga Kita Special,"Comedy, Slice of Life"
1807,Prism Ark,"Action, Comedy, Drama, Fantasy, Magic"
10810,Pucca (2008),"Action, Comedy, Parody, Romance"
20155,Ro-Kyu-Bu! SS Recap,"Comedy, Ecchi, School, Sports"
9078,Rokudenashi Blues 1993,"Action, Comedy, Drama, School, Shounen, Sports"
1724,Saint October,"Adventure, Fantasy"
17551,Shakugan no Shana: Shana &amp; Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!,"Comedy, Fantasy, Supernatural"
13251,Shin Hikari Shinwa: Palutena no Kagami,"Adventure, Comedy, Fantasy"
10109,Softenni,"Comedy, Ecchi, School, Sports"
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life"
12439,Soukou Kihei Votoms: Vol.1 Stories of the &#039;A.T. Votoms&#039;,"Action, Drama, Mecha, Military, Sci-Fi"
17821,Stella Jogakuin Koutou-ka C³-bu,"Military, School, Sports"
950,Street Fighter Alpha: Generations,"Adventure, Shounen"
7522,Taichi Senjimon,"Action, Adventure, Fantasy, Magic"
8109,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,"Adventure, Comedy, Kids"
8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,"Adventure, Comedy, Kids"
3570,Yadosagashi,"Adventure, Fantasy, Kids, Slice of Life"
28155,Yoru no Yatterman,"Action, Adventure, Comedy, Drama"
23579,12-sai.,"Romance, School, Shoujo"
29863,Anata wo Zutto Aishiteru,"Adventure, Kids"
1789,Argento Soma Special,"Action, Mecha, Sci-Fi"
9795,Atashin&#039;chi Movie,Comedy
25457,Avengers Confidential: Black Widow to Punisher,"Action, Sci-Fi, Seinen"
9857,Bakusou Kyoudai Let&#039;s &amp; Go Special,"Adventure, Cars, Shounen, Sports"
105,Boys Be...,"Comedy, Romance, Shounen, Slice of Life"
4383,Catman Series III,"Comedy, Fantasy, Slice of Life"
2836,Chiisana Viking Vickie,"Adventure, Comedy, Historical, Kids"
2771,Chou Kuse ni Narisou,"Comedy, Romance, School, Shoujo, Slice of Life"
14989,Chousoku Henkei Gyrozetter,"Action, Cars, Mecha, Shounen"
7336,Cyborg 009: Chou Ginga Densetsu,"Action, Sci-Fi, Space"
2637,Doraemon: It&#039;s Autumn!,"Adventure, Comedy, Fantasy, Kids, Shounen"
13139,Gakkatsu!,"Comedy, School"
3154,Gatchaman,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power"
16199,Girls und Panzer: Shoukai Shimasu!,"Military, School"
3776,Go! Go! Itsutsugo Land,School
30721,Hacka Doll The Animation,"Comedy, Sci-Fi"
20469,Himeyuri,"Drama, Historical"
23121,Jinsei,"Comedy, School, Slice of Life"
1456,L/R: Licensed by Royal,"Action, Adventure, Mystery, Police"
31598,Luger Code 1951,"Action, Fantasy"
11221,Machikado no Märchen,Romance
5164,Macross 25th Anniversary: All That VF Macross Zero Version,"Action, Mecha, Sci-Fi"
13231,Metal Fight Beyblade Zero G,"Adventure, Sports"
17637,Miyakawa-ke no Kuufuku,Slice of Life
31121,Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,"Comedy, Slice of Life"
2047,Ningyo,Fantasy
920,Nurse Witch Komugi-chan Magikarte Special,"Comedy, Magic, Parody"
7117,Pika Don,"Drama, Historical"
21571,"Pokemon: Pikachu, Kore Nan no Kagi?","Adventure, Comedy, Fantasy, Kids"
1854,Rockman Hoshi ni Negai wo,"Action, Adventure, Sci-Fi"
12929,Saint Seiya Omega,"Action, Adventure, Fantasy, Shounen"
562,Sakura Taisen: Le Nouveau Paris,"Adventure, Mecha, Sci-Fi, Shounen"
27967,Senran Kagura: Estival Versus - Shoujo-tachi no Sentaku,"Action, Comedy, Ecchi"
4524,Shenmue: The Movie,"Action, Adventure, Game, Martial Arts"
171,Strange Dawn,"Adventure, Drama, Fantasy"
14647,Tantei Opera Milky Holmes: Alternative,"Comedy, Mystery, Super Power"
2718,Umi no Triton,"Adventure, Fantasy, Shounen"
21103,Utopia,Music
1746,Zoids Fuzors,"Adventure, Mecha, Sci-Fi, Shounen"
32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,"Comedy, Mecha, Police, Sci-Fi"
6093,Anmitsu Hime,"Comedy, Historical, Shoujo"
1666,Babel Nisei (1973),"Adventure, Sci-Fi, Shounen, Supernatural"
30573,Break Blade: Virgins War,Action
15605,Brothers Conflict,"Harem, Romance, Shoujo"
7395,Card Wang: Mix Master,"Adventure, Fantasy, Game, Shounen"
33240,Chi&#039;s Sweet Home (2016),Slice of Life
8375,Chogattai Majutsu Robot Ginguiser,"Adventure, Mecha, Sci-Fi, Shounen"
7048,Crush Gear Nitro,"Cars, Shounen, Sports"
9690,Densetsu no Yuusha no Densetsu: Iris Report,"Action, Adventure, Fantasy, Magic, Shounen"
6518,Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,Kids
1396,Future GPX Cyber Formula: Early Days Renewal,"Drama, Sci-Fi, Shounen, Sports"
8215,Genji Tsuushin Agedama,"Action, Comedy, Parody, Sci-Fi"
2073,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,"Horror, Shoujo"
10491,Higurashi no Naku Koro ni Kira,"Mystery, Parody"
1988,Himawari!!,"Comedy, Romance"
3873,Honey Honey no Suteki na Bouken,"Adventure, Historical, Shoujo"
3099,Juusenshi Gulkeeva,"Action, Fantasy, Mecha, Super Power"
6374,Kagaku Ninja-tai Gatchaman II,"Action, Adventure, Sci-Fi, Shounen"
10202,Kamen Rider Den-O: Imagin Anime 3,"Action, Adventure, Comedy, Kids, Super Power"
19685,Kanojo ga Flag wo Oraretara,"Comedy, Harem, Romance, School"
4760,Kanokon Specials,Ecchi
3609,Kikou Kantai Dairugger XV,"Action, Adventure, Mecha, Sci-Fi, Shounen"
6310,Kinnikuman II Sei: Second Generations,Comedy
7295,Koi Tsubomi,"Fantasy, Music"
3876,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,"Adventure, Fantasy"
2045,Mahou no Tenshi Creamy Mami: Eien no Once More,"Comedy, Fantasy, Magic, Romance, Shoujo"
1879,Midnight Eye: Gokuu,"Action, Mystery, Sci-Fi, Seinen"
9395,Miyanishi Tatsuya Gekijou: Omae Umasou da na,"Adventure, Kids"
34475,Monster Strike: Rain of Memories,"Action, Fantasy, Game"
4316,Nanami-chan 3rd Series,"Comedy, Kids"
8496,Neko Neko Fantasia,Comedy
5938,Onegai♪My Melody Kirara★,"Comedy, Fantasy, Magic"
683,Otogi Story Tenshi no Shippo Specials,"Comedy, Fantasy, Magic, Romance"
6555,Pokemon: Pikachu no Kirakira Daisousaku!,"Adventure, Comedy, Fantasy, Kids"
11853,Pokemon: Pikachu no Summer Bridge Story,"Adventure, Comedy, Fantasy, Kids"
28511,Precure All Stars Movie: Haru no Carnival♪,"Action, Comedy, Fantasy, Magic, Music, Shoujo"
3757,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,"Adventure, Fantasy"
836,Sister Princess,"Comedy, Drama, Harem, Romance, Slice of Life"
9421,SMAnime,"Action, Seinen"
2726,Sukeban Deka,"Action, Drama, Police, School, Shoujo"
31608,Teekyuu 4 Specials,"Comedy, School, Shounen, Sports"
8603,Tegami: Haikei Juugo no Kimi e,"Music, School, Slice of Life"
30218,The iDOLM@STER Cinderella Girls: Special Program,"Comedy, Music"
5819,Tori no Uta,Fantasy
14173,Upotte!! OVA,"Comedy, Ecchi, Military, School, Seinen"
19081,Weekender Girl,Music
9376,Yamato Takeru: After War,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space"
5454,Yokuwakaru Gendaimahou,"Comedy, Magic"
10015,Yu☆Gi☆Oh! Zexal,"Action, Fantasy, Game, Shounen"
819,Boku wa Imouto ni Koi wo Suru,"Romance, Shoujo"
7176,Cheburashka Arere?,"Comedy, Kids, Slice of Life"
2881,Chinmoku no Kantai,"Drama, Military"
8815,Domo TV,Comedy
30907,Eine Kleine,"Drama, Music, Romance, Slice of Life"
22053,Gakkou no Kaidan (OVA),"Comedy, Horror, Mystery, Supernatural"
1600,Galaxy Angel Rune,"Comedy, Sci-Fi"
1159,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,"Adventure, Comedy, Sci-Fi, Shounen"
4242,Ginga Reppuu Baxingar,"Action, Adventure, Mecha"
4597,Kouya no Shounen Isamu,"Action, Adventure, Shounen"
8332,Kudan,Fantasy
25283,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School"
1039,Mizuiro (2003),"Drama, Romance, Supernatural"
4933,Muu no Hakugei,"Action, Fantasy, Sci-Fi"
20539,Nameko-ke no Ichizoku,"Comedy, Slice of Life"
1163,Neo Ranga,"Adventure, Horror, Mecha"
3194,Ningyohime Marina no Bouken,"Drama, Fantasy, Kids, Romance"
5844,Pokemon: Pikachu no Obake Carnival,"Adventure, Comedy, Fantasy, Kids"
7550,Pokemon: Pikachu Tanken Club,"Adventure, Comedy, Fantasy, Kids"
1527,Pokemon: Senritsu no Mirage Pokemon,"Adventure, Comedy, Fantasy, Kids"
163,Power Stone,"Adventure, Comedy, Fantasy, Historical, Shounen"
417,Ragnarök the Animation,"Action, Fantasy, Magic"
7496,Saiyuuki: Son Gokuu Monogatari,Adventure
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,"Comedy, Shounen"
6705,Tayutayu: Pure My Heart,Comedy
685,To Heart: Remember My Memories,"Drama, Harem, Romance, School, Sci-Fi, Slice of Life"
1981,Twilight Q,"Mystery, Psychological, Sci-Fi"
7377,Winter Sonata Episode 0,"Drama, Romance"
943,Yume Tsukai,"Drama, Fantasy, Magic, Slice of Life"
599,Yuugen Kaisha,"Action, Adventure, Comedy, Magic, Super Power, Supernatural"
2702,Bakukyuu Renpatsu! Super Bedaman,"Adventure, Game"
6119,Cookin&#039; Idol Ai! Mai! Main!,"Comedy, Kids"
9479,Coppelion,"Action, Sci-Fi, Seinen"
16702,Doraemon: Nobita to Mirai Note,"Adventure, Fantasy, Kids, Sci-Fi, Shounen"
7157,Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,"Comedy, Sci-Fi, Shounen"
5496,Feng Yun Jue,"Action, Adventure, Martial Arts"
2809,Fuusen Shoujo Temple-chan,"Adventure, Comedy, Kids"
12497,Garakuta-doori no Stain: Epilogue,Comedy
34213,Getsuyoubi no Tawawa,Slice of Life
18771,Gifuu Doudou!!: Kanetsugu to Keiji,"Action, Historical, Martial Arts, Samurai, Seinen"
1570,Happiness!,"Comedy, Harem, Magic, Romance, School"
9333,Koi☆Sento,"Comedy, Romance"
12429,Last Exile: Ginyoku no Fam Recaps,"Action, Adventure, Sci-Fi"
1495,Maetel Legend,"Drama, Sci-Fi, Space"
7601,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,Fantasy
6492,Minky Momo in Tabidachi no Eki,"Drama, Fantasy, Magic, Shoujo"
2367,Moetan,"Comedy, Ecchi, Magic, School"
3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,"Adventure, Comedy, Fantasy"
2503,Nangoku Shounen Papuwa-kun,"Adventure, Comedy, Shounen"
23605,Ninja Slayer From Animation,Action
3758,Panda no Daibouken,Adventure
2234,Panda-Z: The Robonimation,"Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen"
10739,Panty &amp; Stocking in Sanitarybox,"Action, Comedy, Dementia, Ecchi, Parody, Supernatural"
21695,Pokemon XY SP: Road to Kalos,"Action, Adventure, Comedy, Fantasy, Kids"
29419,Pokemon XY: New Year&#039;s Eve 2014 Super Mega Special,"Action, Adventure, Comedy, Fantasy, Kids"
14675,Rinne no Lagrange: Kamogawa Memoria,"Action, Comedy, Mecha, Sci-Fi"
8287,SD Gundam Sangokuden Brave Battle Warriors,"Action, Historical, Mecha"
9202,Seikon no Qwaser: Jotei no Shouzou,"Action, Ecchi, Seinen, Super Power, Supernatural"
23325,Shirogane no Ishi: Argevollen,"Action, Mecha"
27891,Sword Art Online II: Debriefing,"Action, Adventure, Fantasy, Game"
4154,Time Bokan Series: Yattodetaman,"Action, Adventure, Comedy, Fantasy, Mecha"
3075,Tondera House no Daibouken,"Adventure, Historical, Sci-Fi"
10595,VitaminX Addiction,"Romance, School"
14283,Vividred Operation,"Action, Ecchi, Sci-Fi"
4991,Wakakusa Monogatari,"Historical, Slice of Life"
19151,Walkure Romanze,"Action, Ecchi, Harem, Romance, School, Sports"
22249,Yodaka no Hoshi,"Adventure, Kids"
5772,Akaneiro ni Somaru Saka: Hardcore,"Comedy, Ecchi, Harem, Romance"
6452,Akuu Daisakusen Srungle,"Action, Mecha, Sci-Fi"
3401,Aru Tabibito no Nikki Specials,"Adventure, Fantasy"
6629,Asari-chan,"Comedy, Shoujo, Slice of Life"
5070,Beast Wars Second Chou Seimeitai Transformers,"Action, Mecha, Sci-Fi"
348,Binzume Yousei,"Comedy, Fantasy, Magic, Slice of Life"
2142,Blue Dragon,"Adventure, Comedy, Fantasy, Supernatural"
5238,Chocolate Underground: Bokura no Chocolate Sensou,Adventure
2312,Daishizen no Majuu: Bagi,"Action, Romance, Sci-Fi"
2252,Devilman,"Action, Demons, Horror, Supernatural"
21041,Follow Me,"Drama, Music, Romance, Slice of Life"
382,Futari Ecchi,"Comedy, Ecchi, Romance, Seinen, Slice of Life"
1537,Genshi Shounen Ryuu,"Action, Adventure, Romance, Sci-Fi, Shounen"
1574,Get Ride! AMDriver,"Adventure, Mecha, Sci-Fi, Shounen"
27907,Gundam Build Fighters Specials,"Comedy, Mecha"
13185,Juusen Battle Monsuno,"Action, Adventure"
3683,Kabatotto,Comedy
31566,Ketsuekigata-kun! 3,Comedy
32274,Ketsuekigata-kun! 4,Comedy
31534,Larva,Comedy
9035,Lupin the Third,"Adventure, Music"
13757,Mashiro-iro Symphony: The Color of Lovers Picture Drama,"Drama, Harem, Romance"
888,Megami Kouhosei,"Action, Mecha, Military, Sci-Fi, Space"
23399,Minami no Shima no Dera-chan,"Comedy, Slice of Life"
2740,Monkey Turn,"Drama, Sports"
761,Naruto: Akaki Yotsuba no Clover wo Sagase,"Adventure, Comedy, Shounen"
3535,Neko Ramen,Comedy
4890,Peut-etre Toi,Music
31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,"Adventure, Fantasy, Kids"
19799,Robot Girls Z,"Comedy, Mecha, Parody"
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,"Comedy, Mystery"
608,Sakura Taisen: Katsudou Shashin,"Adventure, Mecha, Sci-Fi, Shounen"
1872,Saru Getchu: On Air,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen"
677,Sentimental Journey,"Drama, Romance, Shoujo"
12441,Soukou Kihei Votoms: Vol.2 Highlights of the &#039;A.T. Votoms&#039;,"Action, Drama, Mecha, Military, Sci-Fi"
3864,Souten no Ken Specials,"Action, Historical, Martial Arts, Shounen"
817,Tactical Roar,"Comedy, Military, Romance, Sci-Fi"
8966,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,"Adventure, Comedy, Kids"
1900,Twin Signal: Family Game,"Action, Comedy, Mecha, Sci-Fi"
1458,Uchuu no Kishi Tekkaman,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space"
27387,Under the Dog,"Action, Sci-Fi, Thriller"
1607,Venus Versus Virus,"Drama, Romance, Supernatural"
2535,Angelique: Seichi yori Ai wo Komete,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Shoujo"
5935,Animation Kikou: Marco Polo no Bouken,"Adventure, Historical"
374,Bannou Bunka Neko-Musume DASH!,"Action, Comedy, Ecchi, Romance, Sci-Fi"
32502,BlazBlue: Alter Memory Specials,Comedy
30143,Bobobo-bo Bo-bobo Recap,"Action, Comedy, Parody, Sci-Fi, Shounen"
2915,Chikyuu ga Ugoita Hi,Drama
12685,Code Geass: Nunnally in Wonderland,"Comedy, Fantasy, Parody"
707,Comic Party Specials,"Comedy, Drama"
1677,Cosmo Warrior Zero Gaiden,"Adventure, Drama, Military, Sci-Fi, Space"
7158,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,"Comedy, Sci-Fi, Shounen"
336,Ginyuu Mokushiroku Meine Liebe,"Fantasy, Shoujo"
2071,Hana yori Dango (Movie),"Drama, Romance, Shoujo"
13935,Houkago Midnighters,"Fantasy, Kids"
3969,Kagaku Kyuujo-tai TechnoVoyager,"Action, Adventure, Mecha, Sci-Fi, Space"
3153,Kagaku Ninja-tai Gatchaman (Movie),"Action, Adventure, Sci-Fi, Shounen"
30524,Kagewani,"Horror, Mystery, Supernatural, Thriller"
32682,Kagewani: Shou,"Horror, Mystery, Supernatural, Thriller"
3274,Kinnikuman: Ooabare! Seigi Choujin,"Action, Comedy, Shounen, Sports"
13159,Kuromajo-san ga Tooru!!,"Comedy, Magic, School, Slice of Life"
2040,Mahou no Angel Sweet Mint,"Magic, Shoujo"
13239,Mass Effect: Paragon Lost,"Action, Adventure, Sci-Fi"
7981,Obake no Q-tarou (1985),"Comedy, Kids, School, Slice of Life, Supernatural"
20931,Oneechan ga Kita,"Comedy, Slice of Life"
7605,Parasol Henbei,"Adventure, Comedy, Fantasy, Kids, Magic"
21679,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA","Comedy, Ecchi, Romance, Shounen, Supernatural"
12611,Sengoku Collection,"Fantasy, Parody, Samurai"
17345,Senran Kagura Specials,Ecchi
9799,Shin-Men,"Action, Comedy, Kids"
10849,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,Music
15453,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,Music
1816,Sonic X,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen"
4801,Suhoyojeong Michel,"Adventure, Fantasy, Kids"
2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,"Adventure, Fantasy, Kids"
18063,Tiger Mask Fuku Men League Sen,"Shounen, Sports"
8949,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,Kids
22537,Yami Shibai 2nd Season,"Dementia, Horror, Supernatural"
3778,Yuukan Club,"Comedy, Mystery, School, Shoujo"
2534,Angelique,"Drama, Fantasy, Romance, Sci-Fi, Shoujo"
1598,Casshern: Robot Hunter,"Adventure, Mecha, Sci-Fi"
3114,Chiisana Kyojin Microman,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power"
10319,Chou Dendou Robo Tetsujin 28-gou FX,"Action, Adventure, Mecha, Sci-Fi"
2064,Gall Force: Chikyuu Shou,"Action, Mecha, Military, Sci-Fi"
17651,Genei wo Kakeru Taiyou,Magic
2687,Gokuu no Daibouken,"Comedy, Fantasy"
5131,Groizer X,"Mecha, Sci-Fi"
7083,Hakushaku to Yousei Specials,"Adventure, Fantasy, Historical, Magic"
4511,Hoero! Bun Bun,"Adventure, Slice of Life"
4800,Huckleberry Finn Monogatari,Adventure
1083,Human Crossing,"Drama, Slice of Life, Sports"
31338,Hundred,"Action, Ecchi, Harem, Mecha, Romance, School, Sci-Fi"
3546,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,"Comedy, Police"
10207,Lily to Kaeru to (Otouto),"Adventure, Comedy, Supernatural"
576,Magikano,"Comedy, Fantasy, Harem, Magic, Romance, Shounen"
2277,Mahou Yuugi 2D,"Adventure, Comedy, Fantasy, Magic"
3875,Mahoutsukai Sally 2,"Comedy, Magic, Shoujo"
4388,Mazinger Z tai Dr. Hell,"Action, Drama, Mecha, Sci-Fi, Shounen"
3147,Me gumi no Daigo: Kajiba no Baka Yarou,Drama
20033,Miss Monochrome: The Animation,"Comedy, Music, Slice of Life"
16331,Next A-Class,"Action, Cars, Sci-Fi"
33102,Nijiiro Days: Houkago Special,"Comedy, Romance, School, Shoujo, Slice of Life"
2063,Rhea Gall Force,"Action, Mecha, Military, Sci-Fi"
3444,The Ultraman,"Action, Sci-Fi, Shounen, Space, Super Power"
18061,Tiger Mask (Movie),"Shounen, Sports"
5272,Tondemo Nezumi Daikatsuyaku,Adventure
30196,Tsubasa to Hotaru (2015),"Romance, School, Shoujo"
5917,Tsuru ni Notte: Tomoko no Bouken,Drama
3691,Watashi to Watashi: Futari no Lotte,"Kids, Shoujo, Slice of Life"
2806,Yadamon,"Adventure, Comedy, Fantasy"
4085,Yonimo Osoroshii Grimm Douwa,"Dementia, Horror, Psychological"
7659,Aisubeki Mirai e,Music
9737,Appleseed XIII,"Action, Mecha, Military, Police, Sci-Fi"
1270,Black Magic M-66,"Action, Mecha, Military, Sci-Fi"
5539,Blassreiter: Navi,"Action, Sci-Fi"
5353,Chameleon,"Comedy, Ecchi, School, Seinen"
2564,Code-E,"Comedy, Romance, School, Sci-Fi, Slice of Life"
1221,Demashita! Powerpuff Girls Z,"Action, Comedy, Magic, School, Sci-Fi, Shoujo, Slice of Life, Super Power"
28205,Fastening Days,"Kids, Magic"
2572,Fushigi no Kuni no Alice,"Adventure, Fantasy, Kids"
9390,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,"Action, Adventure, Mecha, Sci-Fi"
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,"Fantasy, Historical, Magic, Romance, Shoujo, Supernatural"
4756,Hello Harinezumi: Satsui no Ryoubun,"Drama, Mystery, Psychological, Seinen"
359,I&#039;ll/CKBC,"Action, School, Shounen, Sports"
13137,Itsuka Tenma no Kuro Usagi Special,"Comedy, Ecchi"
22049,Just Awake,"Action, Music, Sci-Fi"
32412,Kigyou Senshi Arslan,"Comedy, Parody"
7571,Kita e.: Diamond Dust Drops Special,"Drama, Slice of Life"
3323,Kite Liberator,"Action, Drama, Sci-Fi"
7547,Komadori Eiga: Komaneko,"Kids, Slice of Life"
23831,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Comedy
5265,Mega Man,"Action, Adventure, Comedy"
30291,Mini Hama: Minimum Hamatora,"Comedy, Mystery, School, Shounen, Super Power"
2302,Mobile Suit SD Gundam Mk I,"Mecha, Parody, Sci-Fi"
16690,My Life,"Drama, Slice of Life"
10547,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?,"Drama, Ecchi, Fantasy, Harem, Romance"
215,Pia Carrot e Youkoso!! 2 DX,"Comedy, Romance"
5845,Pokemon: Pikachu no Natsumatsuri,"Action, Comedy, Fantasy, Kids"
10924,Queen&#039;s Blade OVA,"Action, Adventure, Ecchi, Fantasy"
13153,Renkyori Enai,Music
3399,Rokushin Gattai GodMars,"Action, Mecha, Sci-Fi, Space"
1999,Sakura Taisen: Sumire,"Adventure, Drama, Mecha, Sci-Fi, Shounen"
3755,Sekai Meisaku Douwa: Oyayubi Hime,"Fantasy, Kids"
12337,Soukou Kihei Votoms Recaps,"Action, Drama, Mecha, Military, Sci-Fi"
14333,Tanken Driland,"Adventure, Fantasy"
31894,The iDOLM@STER Million Live! &quot;Dreaming!&quot; Animation PV,Music
7279,TO,"Action, Sci-Fi"
1624,To Heart 2 Special,"Drama, Romance, School"
9344,Torajima no Miime,Slice of Life
7626,Umi no Triton (1979),"Adventure, Fantasy, Shounen"
6743,Utawarerumono OVA Picture Drama,"Comedy, Fantasy"
4099,Wolf Daddy,Fantasy
17010,Yasashii March: The Tender March,Music
1107,Youjuu Toshi,"Action, Adventure, Demons, Drama, Horror, Super Power"
14693,Yurumates 3D Plus,"Comedy, Seinen, Slice of Life"
15219,.hack//Versus: The Thanatos Report,"Action, Game, Sci-Fi"
17325,Ajin Senshi,"Fantasy, Sci-Fi"
5848,Cinnamon the Movie,Fantasy
1333,Fushigi na Koala Blinky,"Adventure, Comedy, Fantasy, Kids"
17147,Gakkatsu! 2nd Season,"Comedy, School"
31561,Gangsta. Recap,"Action, Drama, Seinen"
28913,Hidamari Sketch x 365 Recap,"Comedy, School, Slice of Life"
5956,High School! Kimengumi (Movie),"Action, Comedy, Parody, Romance, School, Shounen"
17813,Kyoto Animation: Megane-hen,Thriller
22113,Kyoukaisenjou no Horizon Specials,"Comedy, Fantasy, School"
1918,Mahou Shoujo Pretty Sammy,"Comedy, Fantasy, Magic, Parody"
5466,Mahoutsukai Tai! vs. Shamanic Princess,"Comedy, Fantasy, Magic"
34239,Mutsugo to Ouma no Monogatari,"Comedy, Parody"
2621,Natsu e no Tobira,"Drama, Romance, Shoujo, Shounen Ai"
13283,One Off,Slice of Life
2267,Red Garden: Dead Girls,"Mecha, Mystery"
2168,Sakura Taisen: New York,"Adventure, Comedy, Supernatural"
